Matricola;Cognome;Nome;DataNascita;LuogoNascita;Via;Cap;Citta;SiglaProvincia;Telefono;Email;TitoloStudio
10369;Colucci;Cloe Violante;04/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000369;colucci.cloeviolante@studenti.its.net;Diploma
10370;Della malva;Aurora;05/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000370;dellamalva.aurora@studenti.its.net;Diploma
10371;Cirio;Sonia;06/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000371;cirio.sonia@studenti.its.net;Diploma
10372;Diglio;Christian Giuseppe;07/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000372;diglio.christiangiuseppe@studenti.its.net;Diploma
10373;Colombatto;Ian;08/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000373;colombatto.ian@studenti.its.net;Diploma
10374;Daria;Daniele;09/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000374;daria.daniele@studenti.its.net;Diploma
10375;Biasco;Stefano;10/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000375;biasco.stefano@studenti.its.net;Diploma
10376;Ismailaj;Aurora;11/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000376;ismailaj.aurora@studenti.its.net;Diploma
10377;Collura;Emanuele;12/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000377;collura.emanuele@studenti.its.net;Diploma
10378;Consoli;Valentina;13/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000378;consoli.valentina@studenti.its.net;Diploma
10379;Costa;Lorena;14/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000379;costa.lorena@studenti.its.net;Diploma
10380;Nicastro;Nives;15/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000380;nicastro.nives@studenti.its.net;Diploma
10381;Donalisio;Viola;16/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000381;donalisio.viola@studenti.its.net;Diploma
10382;Erdenechimeg;Khulan;17/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000382;erdenechimeg.khulan@studenti.its.net;Diploma
10383;Devers;Matilde;18/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000383;devers.matilde@studenti.its.net;Diploma
10384;El bahja;Ihab;19/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000384;elbahja.ihab@studenti.its.net;Diploma
10385;Catania;Ilary;20/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000385;catania.ilary@studenti.its.net;Diploma
10386;Di virgilio;Thomas;21/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000386;divirgilio.thomas@studenti.its.net;Diploma
10387;Grijincu;Magdalena;22/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000387;grijincu.magdalena@studenti.its.net;Diploma
10388;Galluzzo;Desiree;23/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000388;galluzzo.desiree@studenti.its.net;Laurea
10389;Curro';Manuel;24/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000389;curro.manuel@studenti.its.net;Diploma
10390;Focarazzo;Leonardo;25/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000390;focarazzo.leonardo@studenti.its.net;Diploma
10391;Giuffreda;Elia;26/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000391;giuffreda.elia@studenti.its.net;Diploma
10392;De cristofaro;Aurora;27/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000392;decristofaro.aurora@studenti.its.net;Diploma
10393;Di scala;Andrea;28/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000393;discala.andrea@studenti.its.net;Diploma
10394;Ferrero;Michela;29/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000394;ferrero.michela@studenti.its.net;Diploma
10395;Comito;Elena;30/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000395;comito.elena@studenti.its.net;Diploma
10396;Bunino;Federico;31/01/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000396;bunino.federico@studenti.its.net;Diploma
10397;Gisondi;Gaia;01/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000397;gisondi.gaia@studenti.its.net;Diploma
10398;Gregna;Ercole;02/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000398;gregna.ercole@studenti.its.net;Diploma
10399;Lacarbonara;Aurora;03/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000399;lacarbonara.aurora@studenti.its.net;Diploma
10400;Caglieris;Matilde;04/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000400;caglieris.matilde@studenti.its.net;Diploma
10401;Donalisio;Jacopo;05/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000401;donalisio.jacopo@studenti.its.net;Diploma
10402;Clemente;Diego;06/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000402;clemente.diego@studenti.its.net;Diploma
10403;Bevilacqua;Giulia;07/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000403;bevilacqua.giulia@studenti.its.net;Diploma
10404;Grimaldi;Alessandro;08/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000404;grimaldi.alessandro@studenti.its.net;Diploma
10405;Giolo;Diego;09/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000405;giolo.diego@studenti.its.net;Diploma
10406;Costa;Stefania;10/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000406;costa.stefania@studenti.its.net;Diploma
10407;Cristaldi;Alessia;11/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000407;cristaldi.alessia@studenti.its.net;Diploma
10408;Daniele;Clarissa;12/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000408;daniele.clarissa@studenti.its.net;Diploma
10409;Paciolla;Mia;13/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000409;paciolla.mia@studenti.its.net;Diploma
10410;Ferraris;Nicolo';14/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000410;ferraris.nicolo@studenti.its.net;Diploma
10411;Flore;Edoardo;15/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000411;flore.edoardo@studenti.its.net;Diploma
10412;Gjumsi;Rejan;16/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000412;gjumsi.rejan@studenti.its.net;Diploma
10413;Lauricella;Andrea;17/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000413;lauricella.andrea@studenti.its.net;Diploma
10414;Fantino;Viviana Daria;18/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000414;fantino.vivianadaria@studenti.its.net;Laurea
10415;Mancuso;Reika;19/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000415;mancuso.reika@studenti.its.net;Diploma
10416;Esposito pellegrino;Fulvio;20/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000416;espositopellegrino.fulvio@studenti.its.net;Diploma
10417;Farci;Nicolo';21/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000417;farci.nicolo@studenti.its.net;Diploma
10418;Devivo;Elisa;22/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000418;devivo.elisa@studenti.its.net;Diploma
10419;Ferrero;Christian;23/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000419;ferrero.christian@studenti.its.net;Diploma
10420;El bahja;Nadir;24/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000420;elbahja.nadir@studenti.its.net;Diploma
10421;Gardenal;Gabriele;25/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000421;gardenal.gabriele@studenti.its.net;Diploma
10422;Furnari;Massimiliano;26/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000422;furnari.massimiliano@studenti.its.net;Diploma
10423;Danielle;Clarissa;27/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000423;danielle.clarissa@studenti.its.net;Diploma
10424;Fichera;Lorenzo;28/02/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000424;fichera.lorenzo@studenti.its.net;Diploma
10425;Fedini;Leonardo;01/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000425;fedini.leonardo@studenti.its.net;Diploma
10426;Granero;Martina;02/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000426;granero.martina@studenti.its.net;Diploma
10427;D'alessio;Samuele;03/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000427;dalessio.samuele@studenti.its.net;Diploma
10428;Gabutti;Elisa;04/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000428;gabutti.elisa@studenti.its.net;Laurea
10429;De angeli;Maddalena;05/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000429;deangeli.maddalena@studenti.its.net;Diploma
10430;Mangione;Riccardo;06/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000430;mangione.riccardo@studenti.its.net;Diploma
10431;Gino;Aurora;07/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000431;gino.aurora@studenti.its.net;Diploma
10432;Foti;Giorgia;08/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000432;foti.giorgia@studenti.its.net;Diploma
10433;Dosio;Viola;09/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000433;dosio.viola@studenti.its.net;Diploma
10434;Dicuonzo;Elena;10/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000434;dicuonzo.elena@studenti.its.net;Diploma
10435;Mazzer;Elia;11/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000435;mazzer.elia@studenti.its.net;Diploma
10436;Hristea;Claudiu Nicolas;12/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000436;hristea.claudiunicolas@studenti.its.net;Diploma
10437;Incampo;Thomas Pierluigi;13/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000437;incampo.thomaspierluigi@studenti.its.net;Laurea
10438;De marco;Maria;14/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000438;demarco.maria@studenti.its.net;Diploma
10439;Fadda;Eleonora Venusta;15/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000439;fadda.eleonoravenusta@studenti.its.net;Diploma
10440;Della porta;Rita;16/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000440;dellaporta.rita@studenti.its.net;Diploma
10441;Derinaldis;Chiara;17/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000441;derinaldis.chiara@studenti.its.net;Diploma
10442;Di brisco;Gabriella Delfina;18/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000442;dibrisco.gabrielladelfina@studenti.its.net;Diploma
10443;Murgo;Leonardo;19/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000443;murgo.leonardo@studenti.its.net;Diploma
10444;Boghean;Giorgia Lucrezia;20/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000444;boghean.giorgialucrezia@studenti.its.net;Diploma
10445;Gabutti;Giorgia;21/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000445;gabutti.giorgia@studenti.its.net;Diploma
10446;Ferraris;Lorenzo;22/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000446;ferraris.lorenzo@studenti.its.net;Diploma
10447;Italiano;Christian;23/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000447;italiano.christian@studenti.its.net;Diploma
10448;Malandrino;Mirko;24/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000448;malandrino.mirko@studenti.its.net;Diploma
10449;Giorda;Eva;25/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000449;giorda.eva@studenti.its.net;Diploma
10450;Gabutti;Giulia;26/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000450;gabutti.giulia@studenti.its.net;Diploma
10451;Di paola;Adriana Agata;27/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000451;dipaola.adrianaagata@studenti.its.net;Diploma
10452;Dimilito;Elisa;28/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000452;dimilito.elisa@studenti.its.net;Diploma
10453;Dipietro;Letizia;29/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000453;dipietro.letizia@studenti.its.net;Diploma
10454;Dosio;Luisella;30/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000454;dosio.luisella@studenti.its.net;Diploma
10455;Dicuonzo;Massimo;31/03/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000455;dicuonzo.massimo@studenti.its.net;Diploma
10456;Dosio;Roberta;01/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000456;dosio.roberta@studenti.its.net;Diploma
10457;Farag;Sofia;02/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000457;farag.sofia@studenti.its.net;Diploma
10458;Grandi;Margherita;03/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000458;grandi.margherita@studenti.its.net;Diploma
10459;Ghione;Luca Aleksander;04/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000459;ghione.lucaaleksander@studenti.its.net;Diploma
10460;Gallo;Emilio Leonardo;05/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000460;gallo.emilioleonardo@studenti.its.net;Diploma
10461;Lagani;Chiara;06/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000461;lagani.chiara@studenti.its.net;Diploma
10462;Dontu;Adelin;07/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000462;dontu.adelin@studenti.its.net;Laurea
10463;Lombardo;Marco;08/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000463;lombardo.marco@studenti.its.net;Diploma
10464;Ismailaj;Celeste;09/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000464;ismailaj.celeste@studenti.its.net;Diploma
10465;Gamba;Gabriele;10/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000465;gamba.gabriele@studenti.its.net;Diploma
10466;Maciulli;Emma;11/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000466;maciulli.emma@studenti.its.net;Diploma
10467;Pairetti;Gaia;12/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000467;pairetti.gaia@studenti.its.net;Diploma
10468;Petrillo;Thomas;13/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000468;petrillo.thomas@studenti.its.net;Diploma
10469;Giuffreda;Giorgia;14/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000469;giuffreda.giorgia@studenti.its.net;Diploma
10470;Mason;Giada;15/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000470;mason.giada@studenti.its.net;Diploma
10471;Grijincu;Sofia;16/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000471;grijincu.sofia@studenti.its.net;Diploma
10472;Nenci;Alice;17/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000472;nenci.alice@studenti.its.net;Diploma
10473;Dumitru;Giorgia;18/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000473;dumitru.giorgia@studenti.its.net;Diploma
10474;Italiano;Stella;19/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000474;italiano.stella@studenti.its.net;Diploma
10475;Gjumsi;Elvis;20/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000475;gjumsi.elvis@studenti.its.net;Diploma
10476;Lettieri;Alice;21/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000476;lettieri.alice@studenti.its.net;Diploma
10477;Gjumsi;Alex;22/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000477;gjumsi.alex@studenti.its.net;Diploma
10478;Drocco;Francesco;23/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000478;drocco.francesco@studenti.its.net;Laurea
10479;Collura;Desiree;24/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000479;collura.desiree@studenti.its.net;Diploma
10480;Fadda;Beatrice Rita;25/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000480;fadda.beatricerita@studenti.its.net;Diploma
10481;Eliza balta;Florentin;26/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000481;elizabalta.florentin@studenti.its.net;Diploma
10482;Palumbo;Nicolo';27/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000482;palumbo.nicolo@studenti.its.net;Diploma
10483;Giudice;Morena;28/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000483;giudice.morena@studenti.its.net;Diploma
10484;Mussa;David;29/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000484;mussa.david@studenti.its.net;Diploma
10485;Guelekoumaga;Anas;30/04/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000485;guelekoumaga.anas@studenti.its.net;Diploma
10486;Cortis;Sabrina;01/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000486;cortis.sabrina@studenti.its.net;Diploma
10487;Grillo;Giulia Angelica;02/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000487;grillo.giuliaangelica@studenti.its.net;Diploma
10488;Dattilo;Andrea;03/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000488;dattilo.andrea@studenti.its.net;Diploma
10489;Chiad� rana;Vittoria;04/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000489;chiad�rana.vittoria@studenti.its.net;Diploma
10490;Bonatti;Arianna;05/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000490;bonatti.arianna@studenti.its.net;Diploma
10491;Cammarere;Veronica;06/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000491;cammarere.veronica@studenti.its.net;Diploma
10492;Emmanuello;Ausilia;07/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000492;emmanuello.ausilia@studenti.its.net;Diploma
10493;Grimaldi;Lorenzo;08/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000493;grimaldi.lorenzo@studenti.its.net;Laurea
10494;Fadda;Veronica;09/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000494;fadda.veronica@studenti.its.net;Diploma
10495;Ferraro;Francesco;10/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000495;ferraro.francesco@studenti.its.net;Diploma
10496;Ferrotti;Riccardo;11/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000496;ferrotti.riccardo@studenti.its.net;Diploma
10497;Giacometto;Gioele;12/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000497;giacometto.gioele@studenti.its.net;Diploma
10498;Emanuele;Mathias;13/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000498;emanuele.mathias@studenti.its.net;Diploma
10499;Filippo;Anna;14/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000499;filippo.anna@studenti.its.net;Diploma
10500;Casanova;Matteo;15/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000500;casanova.matteo@studenti.its.net;Diploma
10501;Fino;Ivana;16/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000501;fino.ivana@studenti.its.net;Diploma
10502;Fiorini;Daniela;17/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000502;fiorini.daniela@studenti.its.net;Diploma
10503;Parussa;Lorenzo;18/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000503;parussa.lorenzo@studenti.its.net;Diploma
10504;Italiano;Giovanni;19/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000504;italiano.giovanni@studenti.its.net;Diploma
10505;Gentile;Christian;20/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000505;gentile.christian@studenti.its.net;Diploma
10506;Carnovale;Francesco;21/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000506;carnovale.francesco@studenti.its.net;Diploma
10507;Formazione ata;Rete;22/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000507;formazioneata.rete@studenti.its.net;Diploma
10508;Francalanza;Amalia;23/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000508;francalanza.amalia@studenti.its.net;Diploma
10509;Fucilli;Floriana;24/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000509;fucilli.floriana@studenti.its.net;Diploma
10510;Modica;Pietro Lorenzo;25/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000510;modica.pietrolorenzo@studenti.its.net;Diploma
10511;Gaetani;Maria;26/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000511;gaetani.maria@studenti.its.net;Diploma
10512;Nasanbat;Burtesofia;27/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000512;nasanbat.burtesofia@studenti.its.net;Diploma
10513;Latorre;Gabriele;28/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000513;latorre.gabriele@studenti.its.net;Diploma
10514;Gay;Giacomo;29/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000514;gay.giacomo@studenti.its.net;Diploma
10515;Mangione;Francesco;30/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000515;mangione.francesco@studenti.its.net;Diploma
10516;Gamba;Clarissa;31/05/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000516;gamba.clarissa@studenti.its.net;Diploma
10517;Lo re;Alyssa;01/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000517;lore.alyssa@studenti.its.net;Diploma
10518;Lucco borlera;Federico;02/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000518;luccoborlera.federico@studenti.its.net;Diploma
10519;Gulino;Sole;03/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000519;gulino.sole@studenti.its.net;Diploma
10520;Gilli;Riccardo;04/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000520;gilli.riccardo@studenti.its.net;Diploma
10521;La padula;Gabriel - M;05/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000521;lapadula.gabriel-m@studenti.its.net;Diploma
10522;La padula;Gabriel - P;06/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000522;lapadula.gabriel-p@studenti.its.net;Diploma
10523;Mangano;Gaia;07/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000523;mangano.gaia@studenti.its.net;Diploma
10524;Crisafi;Kevin;08/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000524;crisafi.kevin@studenti.its.net;Diploma
10525;Paolillo;Melissa;09/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000525;paolillo.melissa@studenti.its.net;Diploma
10526;Gagliardi;Annalisa;10/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000526;gagliardi.annalisa@studenti.its.net;Diploma
10527;Cusimano;Gabriele;11/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000527;cusimano.gabriele@studenti.its.net;Diploma
10528;Cibrario fra;Simone Andrea;12/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000528;cibrariofra.simoneandrea@studenti.its.net;Diploma
10529;Pellegrino;Melissa;13/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000529;pellegrino.melissa@studenti.its.net;Diploma
10530;Ientile;Gabriele;14/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000530;ientile.gabriele@studenti.its.net;Diploma
10531;Multari;Gaia;15/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000531;multari.gaia@studenti.its.net;Diploma
10532;Grasso;Martina;16/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000532;grasso.martina@studenti.its.net;Diploma
10533;Listello;Francesco;17/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000533;listello.francesco@studenti.its.net;Diploma
10534;Di lorenzo;Gioele Antonio;18/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000534;dilorenzo.gioeleantonio@studenti.its.net;Diploma
10535;Girardi;Aurora;19/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000535;girardi.aurora@studenti.its.net;Diploma
10536;Gagliardi;Antonella;20/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000536;gagliardi.antonella@studenti.its.net;Diploma
10537;Galasso;Lucia;21/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000537;galasso.lucia@studenti.its.net;Diploma
10538;Martinengo;Diego;22/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000538;martinengo.diego@studenti.its.net;Diploma
10539;Grumeza anais;Maria;23/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000539;grumezaanais.maria@studenti.its.net;Diploma
10540;Gueli;Rebecca;24/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000540;gueli.rebecca@studenti.its.net;Diploma
10541;Italiano;Daniele;25/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000541;italiano.daniele@studenti.its.net;Diploma
10542;Pairetti;Tommaso;26/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000542;pairetti.tommaso@studenti.its.net;Diploma
10543;La fata;Laura;27/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000543;lafata.laura@studenti.its.net;Diploma
10544;Pavanello;Beatrice;28/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000544;pavanello.beatrice@studenti.its.net;Diploma
10545;Marchitiello;Chiara;29/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000545;marchitiello.chiara@studenti.its.net;Diploma
10546;Murgo;Christian;30/06/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000546;murgo.christian@studenti.its.net;Diploma
10547;Lanzarotta;Mattia;01/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000547;lanzarotta.mattia@studenti.its.net;Diploma
10548;Colombatto;Guenda;02/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000548;colombatto.guenda@studenti.its.net;Diploma
10549;Gallana;Emanuela;03/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000549;gallana.emanuela@studenti.its.net;Diploma
10550;Pellegrino;Tommaso;04/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000550;pellegrino.tommaso@studenti.its.net;Diploma
10551;Monaco;Jonathan;05/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000551;monaco.jonathan@studenti.its.net;Diploma
10552;Monterosso;Rebecca;06/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000552;monterosso.rebecca@studenti.its.net;Diploma
10553;Perlo;Francesco;07/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000553;perlo.francesco@studenti.its.net;Diploma
10554;Mazzolari;Giada;08/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000554;mazzolari.giada@studenti.its.net;Diploma
10555;Nesci;Ginevra;09/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000555;nesci.ginevra@studenti.its.net;Diploma
10556;Palermo;Federico;10/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000556;palermo.federico@studenti.its.net;Diploma
10557;Milici;Simone;11/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000557;milici.simone@studenti.its.net;Diploma
10558;Galli;Giulia;12/07/2001;Torino;Via Cibrario, NN;10143;Torino;TO;3300000558;galli.giulia@studenti.its.net;Diploma
